profile,N,eps,arm,pair_seed,t_step,fperi_005,fperi_01,fperi_02,M05,M10,M20,C8,beta,sigr,L_inner,L_mid,L_outer,L_global
plummer3d,4096,0.05,outer,2020,300,0.17603,0.43042,0.75293,0.00513,0.04004,0.18262,486.1321,0.6681,0.7608,0.1456,0.2993,0.6727,0.3725
plummer3d,4096,0.05,outer,2020,600,0.17603,0.43042,0.75293,0.00635,0.03467,0.17163,503.0928,0.6569,0.7385,0.1456,0.2993,0.6727,0.3725
plummer3d,4096,0.05,tan,2020,0,0.05713,0.24609,0.58301,0.01489,0.08911,0.35425,1408.5756,-1.8162,0.6112,0.1705,0.3506,1.0873,0.5361
plummer3d,4096,0.05,tan,2020,5,0.05713,0.24609,0.58301,0.01147,0.08179,0.35352,1389.5117,-1.4442,0.6445,0.1705,0.3506,1.0873,0.5361
plummer3d,4096,0.05,tan,2020,10,0.05713,0.24609,0.58301,0.00586,0.06470,0.33887,1353.7959,-1.0763,0.6783,0.1705,0.3506,1.0873,0.5361
plummer3d,4096,0.05,tan,2020,20,0.05713,0.24609,0.58301,0.00244,0.04321,0.28711,1231.7378,-0.6512,0.7109,0.1705,0.3506,1.0873,0.5361
plummer3d,4096,0.05,tan,2020,50,0.05713,0.24609,0.58301,0.00244,0.02905,0.18188,747.5291,-0.3242,0.6692,0.1705,0.3506,1.0873,0.5361
plummer3d,4096,0.05,tan,2020,100,0.05713,0.24609,0.58301,0.00049,0.00781,0.08887,398.2551,0.0128,0.6124,0.1705,0.3506,1.0873,0.5361
plummer3d,4096,0.05,tan,2020,300,0.05713,0.24609,0.58301,0.00122,0.01953,0.15942,368.5781,0.5270,0.6736,0.1705,0.3506,1.0873,0.5361
plummer3d,4096,0.05,tan,2020,600,0.05713,0.24609,0.58301,0.00366,0.02075,0.15381,438.0849,0.5142,0.6682,0.1705,0.3506,1.0873,0.5361
plummer3d,4096,0.05,sham,2020,0,0.12866,0.36060,0.68701,0.01489,0.08911,0.35425,1408.5756,0.0292,0.9178,0.1454,0.3007,0.9318,0.4592
plummer3d,4096,0.05,sham,2020,5,0.12866,0.36060,0.68701,0.01685,0.09155,0.35229,1378.6562,0.0329,0.9164,0.1454,0.3007,0.9318,0.4592
plummer3d,4096,0.05,sham,2020,10,0.12866,0.36060,0.68701,0.01685,0.08765,0.34253,1363.0239,0.0259,0.9064,0.1454,0.3007,0.9318,0.4592
plummer3d,4096,0.05,sham,2020,20,0.12866,0.36060,0.68701,0.01294,0.08154,0.32227,1242.9193,0.0453,0.8832,0.1454,0.3007,0.9318,0.4592
plummer3d,4096,0.05,sham,2020,50,0.12866,0.36060,0.68701,0.00586,0.04443,0.22412,831.8282,0.1424,0.7900,0.1454,0.3007,0.9318,0.4592
plummer3d,4096,0.05,sham,2020,100,0.12866,0.36060,0.68701,0.00269,0.02441,0.13550,415.8008,0.3391,0.7052,0.1454,0.3007,0.9318,0.4592
plummer3d,4096,0.05,sham,2020,300,0.12866,0.36060,0.68701,0.00366,0.03760,0.17261,429.5228,0.6214,0.7240,0.1454,0.3007,0.9318,0.4592
plummer3d,4096,0.05,sham,2020,600,0.12866,0.36060,0.68701,0.00366,0.03198,0.17236,448.8318,0.6293,0.7170,0.1454,0.3007,0.9318,0.4592
plummer3d,4096,0.05,orig,2021,0,0.13623,0.36938,0.67358,0.01611,0.08472,0.35156,1413.7056,-0.0010,0.9034,0.1366,0.3059,0.8980,0.4468
plummer3d,4096,0.05,orig,2021,5,0.13623,0.36938,0.67358,0.01465,0.08276,0.34985,1403.4611,-0.0003,0.9007,0.1366,0.3059,0.8980,0.4468
plummer3d,4096,0.05,orig,2021,10,0.13623,0.36938,0.67358,0.01172,0.08081,0.34448,1385.8142,-0.0098,0.8907,0.1366,0.3059,0.8980,0.4468
plummer3d,4096,0.05,orig,2021,20,0.13623,0.36938,0.67358,0.01343,0.07739,0.32056,1272.9189,0.0182,0.8739,0.1366,0.3059,0.8980,0.4468
plummer3d,4096,0.05,orig,2021,50,0.13623,0.36938,0.67358,0.00684,0.04907,0.24219,883.5684,0.1273,0.7926,0.1366,0.3059,0.8980,0.4468
plummer3d,4096,0.05,orig,2021,100,0.13623,0.36938,0.67358,0.00562,0.03589,0.16528,496.9500,0.3243,0.7098,0.1366,0.3059,0.8980,0.4468
plummer3d,4096,0.05,orig,2021,300,0.13623,0.36938,0.67358,0.00854,0.04248,0.20312,561.9965,0.5769,0.7278,0.1366,0.3059,0.8980,0.4468
plummer3d,4096,0.05,orig,2021,600,0.13623,0.36938,0.67358,0.00513,0.03760,0.18286,588.1633,0.5958,0.7154,0.1366,0.3059,0.8980,0.4468
plummer3d,4096,0.05,full,2021,0,0.29907,0.56079,0.80713,0.01611,0.08472,0.35156,1413.7056,0.6534,1.2029,0.0988,0.2249,0.6597,0.3278
plummer3d,4096,0.05,full,2021,5,0.29907,0.56079,0.80713,0.02002,0.09351,0.35083,1409.2619,0.6272,1.1846,0.0988,0.2249,0.6597,0.3278
plummer3d,4096,0.05,full,2021,10,0.29907,0.56079,0.80713,0.02686,0.10938,0.35205,1366.3634,0.5783,1.1537,0.0988,0.2249,0.6597,0.3278
plummer3d,4096,0.05,full,2021,20,0.29907,0.56079,0.80713,0.03564,0.13525,0.35693,1273.2759,0.5211,1.1110,0.0988,0.2249,0.6597,0.3278
plummer3d,4096,0.05,full,2021,50,0.29907,0.56079,0.80713,0.01782,0.06812,0.28296,1003.7148,0.5351,0.9644,0.0988,0.2249,0.6597,0.3278
plummer3d,4096,0.05,full,2021,100,0.29907,0.56079,0.80713,0.01514,0.05957,0.20557,499.4978,0.6310,0.8340,0.0988,0.2249,0.6597,0.3278
plummer3d,4096,0.05,full,2021,300,0.29907,0.56079,0.80713,0.01074,0.06958,0.20972,571.8616,0.7268,0.7979,0.0988,0.2249,0.6597,0.3278
plummer3d,4096,0.05,full,2021,600,0.29907,0.56079,0.80713,0.00903,0.05347,0.20898,639.2859,0.7177,0.7695,0.0988,0.2249,0.6597,0.3278
plummer3d,4096,0.05,inner-med,2021,0,0.20703,0.42920,0.67456,0.01611,0.08472,0.35156,1413.7056,0.2882,1.0054,0.0988,0.3059,0.8981,0.4342
plummer3d,4096,0.05,inner-med,2021,5,0.20703,0.42920,0.67456,0.02002,0.09351,0.34106,1405.5705,0.2434,0.9858,0.0988,0.3059,0.8981,0.4342
plummer3d,4096,0.05,inner-med,2021,10,0.20703,0.42920,0.67456,0.02661,0.10767,0.33057,1376.1345,0.1694,0.9535,0.0988,0.3059,0.8981,0.4342
plummer3d,4096,0.05,inner-med,2021,20,0.20703,0.42920,0.67456,0.02979,0.11475,0.31445,1245.6485,0.1277,0.9133,0.0988,0.3059,0.8981,0.4342
plummer3d,4096,0.05,inner-med,2021,50,0.20703,0.42920,0.67456,0.01123,0.04639,0.24048,878.3457,0.2142,0.8155,0.0988,0.3059,0.8981,0.4342
plummer3d,4096,0.05,inner-med,2021,100,0.20703,0.42920,0.67456,0.00977,0.04785,0.17114,462.2034,0.3775,0.7255,0.0988,0.3059,0.8981,0.4342
plummer3d,4096,0.05,inner-med,2021,300,0.20703,0.42920,0.67456,0.01392,0.06299,0.20679,539.4942,0.6353,0.7508,0.0988,0.3059,0.8981,0.4342
plummer3d,4096,0.05,inner-med,2021,600,0.20703,0.42920,0.67456,0.00537,0.04468,0.18799,555.8173,0.6420,0.7327,0.0988,0.3059,0.8981,0.4342
plummer3d,4096,0.05,mid,2021,0,0.19263,0.44263,0.73950,0.01611,0.08472,0.35156,1413.7056,0.3145,1.0165,0.1366,0.2248,0.8982,0.4198
plummer3d,4096,0.05,mid,2021,5,0.19263,0.44263,0.73950,0.01465,0.08276,0.35962,1399.9572,0.3081,1.0119,0.1366,0.2248,0.8982,0.4198
plummer3d,4096,0.05,mid,2021,10,0.19263,0.44263,0.73950,0.01221,0.08252,0.36572,1357.4900,0.2835,0.9979,0.1366,0.2248,0.8982,0.4198
plummer3d,4096,0.05,mid,2021,20,0.19263,0.44263,0.73950,0.01880,0.09717,0.35815,1243.2657,0.2412,0.9640,0.1366,0.2248,0.8982,0.4198
plummer3d,4096,0.05,mid,2021,50,0.19263,0.44263,0.73950,0.01050,0.06445,0.25781,892.5371,0.2735,0.8354,0.1366,0.2248,0.8982,0.4198
plummer3d,4096,0.05,mid,2021,100,0.19263,0.44263,0.73950,0.00586,0.04443,0.18555,471.0426,0.4297,0.7409,0.1366,0.2248,0.8982,0.4198
plummer3d,4096,0.05,mid,2021,300,0.19263,0.44263,0.73950,0.00903,0.05298,0.20361,569.6164,0.6327,0.7483,0.1366,0.2248,0.8982,0.4198
plummer3d,4096,0.05,mid,2021,600,0.19263,0.44263,0.73950,0.00806,0.04150,0.19312,612.3652,0.6487,0.7370,0.1366,0.2248,0.8982,0.4198
plummer3d,4096,0.05,outer,2021,0,0.17334,0.42700,0.74243,0.01611,0.08472,0.35156,1413.7056,0.3165,1.0174,0.1366,0.3059,0.6592,0.3672
plummer3d,4096,0.05,outer,2021,5,0.17334,0.42700,0.74243,0.01465,0.08276,0.34961,1413.5431,0.3193,1.0160,0.1366,0.3059,0.6592,0.3672
plummer3d,4096,0.05,outer,2021,10,0.17334,0.42700,0.74243,0.01172,0.08081,0.34473,1404.6095,0.3176,1.0090,0.1366,0.3059,0.6592,0.3672
plummer3d,4096,0.05,outer,2021,20,0.17334,0.42700,0.74243,0.01343,0.07764,0.32495,1330.8892,0.3409,0.9981,0.1366,0.3059,0.6592,0.3672
plummer3d,4096,0.05,outer,2021,50,0.17334,0.42700,0.74243,0.00952,0.05811,0.26929,989.0190,0.3821,0.9037,0.1366,0.3059,0.6592,0.3672
plummer3d,4096,0.05,outer,2021,100,0.17334,0.42700,0.74243,0.00635,0.04175,0.18628,547.9470,0.5149,0.7881,0.1366,0.3059,0.6592,0.3672
plummer3d,4096,0.05,outer,2021,300,0.17334,0.42700,0.74243,0.00806,0.04736,0.20679,582.0180,0.6329,0.7550,0.1366,0.3059,0.6592,0.3672
plummer3d,4096,0.05,outer,2021,600,0.17334,0.42700,0.74243,0.00537,0.04224,0.18701,570.6726,0.6430,0.7359,0.1366,0.3059,0.6592,0.3672
plummer3d,4096,0.05,tan,2021,0,0.05908,0.25293,0.57227,0.01611,0.08472,0.35156,1413.7056,-2.0229,0.5897,0.1603,0.3551,1.0447,0.5200
plummer3d,4096,0.05,tan,2021,5,0.05908,0.25293,0.57227,0.01074,0.07739,0.34619,1411.3431,-1.6006,0.6247,0.1603,0.3551,1.0447,0.5200
plummer3d,4096,0.05,tan,2021,10,0.05908,0.25293,0.57227,0.00537,0.06128,0.33765,1385.4821,-1.1938,0.6607,0.1603,0.3551,1.0447,0.5200
plummer3d,4096,0.05,tan,2021,20,0.05908,0.25293,0.57227,0.00171,0.04248,0.29761,1264.1845,-0.7319,0.6978,0.1603,0.3551,1.0447,0.5200
plummer3d,4096,0.05,tan,2021,50,0.05908,0.25293,0.57227,0.00342,0.03516,0.20557,798.6520,-0.3478,0.6709,0.1603,0.3551,1.0447,0.5200
plummer3d,4096,0.05,tan,2021,100,0.05908,0.25293,0.57227,0.00146,0.01489,0.12305,478.4447,-0.0042,0.6195,0.1603,0.3551,1.0447,0.5200
plummer3d,4096,0.05,tan,2021,300,0.05908,0.25293,0.57227,0.00464,0.03003,0.19604,536.6822,0.4464,0.6766,0.1603,0.3551,1.0447,0.5200
plummer3d,4096,0.05,tan,2021,600,0.05908,0.25293,0.57227,0.00415,0.02661,0.18188,582.1506,0.4526,0.6716,0.1603,0.3551,1.0447,0.5200
plummer3d,4096,0.05,sham,2021,0,0.13110,0.37695,0.66919,0.01611,0.08472,0.35156,1413.7056,-0.0140,0.8995,0.1373,0.3073,0.8871,0.4439
plummer3d,4096,0.05,sham,2021,5,0.13110,0.37695,0.66919,0.01440,0.08350,0.34888,1397.5361,-0.0146,0.8962,0.1373,0.3073,0.8871,0.4439
plummer3d,4096,0.05,sham,2021,10,0.13110,0.37695,0.66919,0.01196,0.08081,0.34375,1371.0204,-0.0069,0.8911,0.1373,0.3073,0.8871,0.4439
plummer3d,4096,0.05,sham,2021,20,0.13110,0.37695,0.66919,0.01514,0.08057,0.32422,1272.0102,0.0159,0.8722,0.1373,0.3073,0.8871,0.4439
plummer3d,4096,0.05,sham,2021,50,0.13110,0.37695,0.66919,0.00781,0.04834,0.24292,876.7397,0.1304,0.7929,0.1373,0.3073,0.8871,0.4439
plummer3d,4096,0.05,sham,2021,100,0.13110,0.37695,0.66919,0.00562,0.03369,0.16431,484.2592,0.3317,0.7118,0.1373,0.3073,0.8871,0.4439
plummer3d,4096,0.05,sham,2021,300,0.13110,0.37695,0.66919,0.00610,0.04272,0.20410,558.7970,0.5774,0.7292,0.1373,0.3073,0.8871,0.4439
plummer3d,4096,0.05,sham,2021,600,0.13110,0.37695,0.66919,0.00366,0.03979,0.18604,588.3290,0.5948,0.7182,0.1373,0.3073,0.8871,0.4439
plummer3d,4096,0.05,orig,2019,0,0.11938,0.36426,0.67285,0.01367,0.08301,0.34839,1355.8683,-0.0285,0.9078,0.1474,0.3111,0.9460,0.4681
plummer3d,4096,0.05,orig,2019,5,0.11938,0.36426,0.67285,0.01196,0.08276,0.34473,1367.0420,-0.0392,0.9021,0.1474,0.3111,0.9460,0.4681
plummer3d,4096,0.05,orig,2019,10,0.11938,0.36426,0.67285,0.01074,0.07983,0.34253,1325.4418,-0.0365,0.8951,0.1474,0.3111,0.9460,0.4681
plummer3d,4096,0.05,orig,2019,20,0.11938,0.36426,0.67285,0.00879,0.07178,0.32227,1211.9332,-0.0066,0.8744,0.1474,0.3111,0.9460,0.4681
plummer3d,4096,0.05,orig,2019,50,0.11938,0.36426,0.67285,0.00635,0.04858,0.21021,819.9428,0.1593,0.8010,0.1474,0.3111,0.9460,0.4681
plummer3d,4096,0.05,orig,2019,100,0.11938,0.36426,0.67285,0.00464,0.02734,0.14575,414.9820,0.3459,0.7121,0.1474,0.3111,0.9460,0.4681
plummer3d,4096,0.05,orig,2019,300,0.11938,0.36426,0.67285,0.00610,0.03369,0.17285,420.6953,0.6362,0.7323,0.1474,0.3111,0.9460,0.4681
plummer3d,4096,0.05,orig,2019,600,0.11938,0.36426,0.67285,0.00537,0.03174,0.16138,458.4001,0.6446,0.7307,0.1474,0.3111,0.9460,0.4681
plummer3d,4096,0.05,full,2019,0,0.29102,0.54688,0.80469,0.01367,0.08301,0.34839,1355.8683,0.6416,1.2114,0.1076,0.2288,0.7017,0.3460
plummer3d,4096,0.05,full,2019,5,0.29102,0.54688,0.80469,0.01807,0.09106,0.34985,1364.9281,0.6114,1.1911,0.1076,0.2288,0.7017,0.3460
plummer3d,4096,0.05,full,2019,10,0.29102,0.54688,0.80469,0.02686,0.11450,0.35352,1306.7646,0.5663,1.1624,0.1076,0.2288,0.7017,0.3460
plummer3d,4096,0.05,full,2019,20,0.29102,0.54688,0.80469,0.03418,0.13550,0.34888,1214.1231,0.5082,1.1121,0.1076,0.2288,0.7017,0.3460
plummer3d,4096,0.05,full,2019,50,0.29102,0.54688,0.80469,0.01294,0.06323,0.25562,929.7799,0.5377,0.9628,0.1076,0.2288,0.7017,0.3460
plummer3d,4096,0.05,full,2019,100,0.29102,0.54688,0.80469,0.01318,0.05347,0.18481,421.5752,0.6328,0.8291,0.1076,0.2288,0.7017,0.3460
plummer3d,4096,0.05,full,2019,300,0.29102,0.54688,0.80469,0.01196,0.05347,0.19312,461.2270,0.7547,0.8043,0.1076,0.2288,0.7017,0.3460
plummer3d,4096,0.05,full,2019,600,0.29102,0.54688,0.80469,0.01025,0.05835,0.19604,503.4357,0.7420,0.7808,0.1076,0.2288,0.7017,0.3460
plummer3d,4096,0.05,inner-med,2019,0,0.19507,0.42383,0.67285,0.01367,0.08301,0.34839,1355.8683,0.2840,1.0178,0.1076,0.3111,0.9461,0.4549
plummer3d,4096,0.05,inner-med,2019,5,0.19507,0.42383,0.67285,0.01807,0.09106,0.33691,1367.8623,0.2341,0.9965,0.1076,0.3111,0.9461,0.4549
plummer3d,4096,0.05,inner-med,2019,10,0.19507,0.42383,0.67285,0.02710,0.11353,0.32812,1321.5825,0.1662,0.9662,0.1076,0.3111,0.9461,0.4549
plummer3d,4096,0.05,inner-med,2019,20,0.19507,0.42383,0.67285,0.02490,0.11499,0.31152,1186.4567,0.1106,0.9147,0.1076,0.3111,0.9461,0.4549
plummer3d,4096,0.05,inner-med,2019,50,0.19507,0.42383,0.67285,0.00830,0.04565,0.21045,810.8920,0.2463,0.8254,0.1076,0.3111,0.9461,0.4549
plummer3d,4096,0.05,inner-med,2019,100,0.19507,0.42383,0.67285,0.00830,0.03857,0.15308,391.2870,0.3882,0.7251,0.1076,0.3111,0.9461,0.4549
plummer3d,4096,0.05,inner-med,2019,300,0.19507,0.42383,0.67285,0.01001,0.04370,0.17163,394.0662,0.6784,0.7453,0.1076,0.3111,0.9461,0.4549
plummer3d,4096,0.05,inner-med,2019,600,0.19507,0.42383,0.67285,0.00610,0.03882,0.17261,482.3168,0.6813,0.7470,0.1076,0.3111,0.9461,0.4549
plummer3d,4096,0.05,mid,2019,0,0.17529,0.43286,0.73608,0.01367,0.08301,0.34839,1355.8683,0.2894,1.0200,0.1474,0.2288,0.9458,0.4406
plummer3d,4096,0.05,mid,2019,5,0.17529,0.43286,0.73608,0.01172,0.08301,0.35742,1365.9912,0.2755,1.0128,0.1474,0.2288,0.9458,0.4406
plummer3d,4096,0.05,mid,2019,10,0.17529,0.43286,0.73608,0.01074,0.08032,0.36816,1295.8168,0.2626,1.0031,0.1474,0.2288,0.9458,0.4406
plummer3d,4096,0.05,mid,2019,20,0.17529,0.43286,0.73608,0.01733,0.09106,0.35547,1198.4762,0.2199,0.9647,0.1474,0.2288,0.9458,0.4406
plummer3d,4096,0.05,mid,2019,50,0.17529,0.43286,0.73608,0.00757,0.05908,0.23218,834.7049,0.3021,0.8425,0.1474,0.2288,0.9458,0.4406
plummer3d,4096,0.05,mid,2019,100,0.17529,0.43286,0.73608,0.00610,0.03784,0.16382,395.9746,0.4419,0.7405,0.1474,0.2288,0.9458,0.4406
plummer3d,4096,0.05,mid,2019,300,0.17529,0.43286,0.73608,0.00684,0.03638,0.18164,429.2908,0.6731,0.7479,0.1474,0.2288,0.9458,0.4406
plummer3d,4096,0.05,mid,2019,600,0.17529,0.43286,0.73608,0.00659,0.04028,0.19141,503.4360,0.6828,0.7559,0.1474,0.2288,0.9458,0.4406
plummer3d,4096,0.05,outer,2019,0,0.15942,0.41821,0.74170,0.01367,0.08301,0.34839,1355.8683,0.2880,1.0194,0.1474,0.3111,0.7017,0.3867
plummer3d,4096,0.05,outer,2019,5,0.15942,0.41821,0.74170,0.01196,0.08276,0.34497,1366.7406,0.2823,1.0146,0.1474,0.3111,0.7017,0.3867
plummer3d,4096,0.05,outer,2019,10,0.15942,0.41821,0.74170,0.01074,0.07959,0.34302,1340.3506,0.2874,1.0096,0.1474,0.3111,0.7017,0.3867
plummer3d,4096,0.05,outer,2019,20,0.15942,0.41821,0.74170,0.00879,0.07251,0.32568,1250.4713,0.3188,0.9963,0.1474,0.3111,0.7017,0.3867
plummer3d,4096,0.05,outer,2019,50,0.15942,0.41821,0.74170,0.00806,0.05688,0.23511,918.6042,0.3828,0.9018,0.1474,0.3111,0.7017,0.3867
plummer3d,4096,0.05,outer,2019,100,0.15942,0.41821,0.74170,0.00684,0.03564,0.16431,454.7596,0.5269,0.7874,0.1474,0.3111,0.7017,0.3867
plummer3d,4096,0.05,outer,2019,300,0.15942,0.41821,0.74170,0.00708,0.03784,0.18140,447.9392,0.6749,0.7622,0.1474,0.3111,0.7017,0.3867
plummer3d,4096,0.05,outer,2019,600,0.15942,0.41821,0.74170,0.00562,0.03809,0.18188,495.6220,0.6651,0.7456,0.1474,0.3111,0.7017,0.3867
plummer3d,4096,0.05,tan,2019,0,0.05591,0.24609,0.57690,0.01367,0.08301,0.34839,1355.8683,-2.0618,0.5947,0.1718,0.3618,1.0925,0.5420
plummer3d,4096,0.05,tan,2019,5,0.05591,0.24609,0.57690,0.00952,0.07715,0.34814,1365.4672,-1.6771,0.6258,0.1718,0.3618,1.0925,0.5420
plummer3d,4096,0.05,tan,2019,10,0.05591,0.24609,0.57690,0.00293,0.05786,0.33740,1331.7198,-1.2277,0.6651,0.1718,0.3618,1.0925,0.5420
plummer3d,4096,0.05,tan,2019,20,0.05591,0.24609,0.57690,0.00195,0.03174,0.29517,1210.3914,-0.7272,0.7047,0.1718,0.3618,1.0925,0.5420
plummer3d,4096,0.05,tan,2019,50,0.05591,0.24609,0.57690,0.00488,0.03052,0.17969,736.5627,-0.2491,0.6894,0.1718,0.3618,1.0925,0.5420
plummer3d,4096,0.05,tan,2019,100,0.05591,0.24609,0.57690,0.00049,0.00732,0.09937,393.0150,0.0401,0.6232,0.1718,0.3618,1.0925,0.5420
plummer3d,4096,0.05,tan,2019,300,0.05591,0.24609,0.57690,0.00098,0.02124,0.14917,370.9814,0.5648,0.6925,0.1718,0.3618,1.0925,0.5420
plummer3d,4096,0.05,tan,2019,600,0.05591,0.24609,0.57690,0.00244,0.02100,0.14307,446.6356,0.5527,0.6871,0.1718,0.3618,1.0925,0.5420
plummer3d,4096,0.05,sham,2019,0,0.12720,0.36328,0.67529,0.01367,0.08301,0.34839,1355.8683,-0.0068,0.9143,0.1464,0.3118,0.9407,0.4663
plummer3d,4096,0.05,sham,2019,5,0.12720,0.36328,0.67529,0.01221,0.07935,0.34668,1363.2601,-0.0158,0.9089,0.1464,0.3118,0.9407,0.4663
plummer3d,4096,0.05,sham,2019,10,0.12720,0.36328,0.67529,0.01147,0.08130,0.34351,1328.2003,-0.0141,0.9016,0.1464,0.3118,0.9407,0.4663
plummer3d,4096,0.05,sham,2019,20,0.12720,0.36328,0.67529,0.01074,0.06885,0.32202,1216.3178,0.0104,0.8795,0.1464,0.3118,0.9407,0.4663
plummer3d,4096,0.05,sham,2019,50,0.12720,0.36328,0.67529,0.00757,0.04712,0.21533,828.7621,0.1570,0.8012,0.1464,0.3118,0.9407,0.4663
plummer3d,4096,0.05,sham,2019,100,0.12720,0.36328,0.67529,0.00391,0.02588,0.14551,407.9707,0.3353,0.7095,0.1464,0.3118,0.9407,0.4663
plummer3d,4096,0.05,sham,2019,300,0.12720,0.36328,0.67529,0.00684,0.03394,0.17358,418.3124,0.6383,0.7311,0.1464,0.3118,0.9407,0.4663
plummer3d,4096,0.05,sham,2019,600,0.12720,0.36328,0.67529,0.00464,0.03101,0.15625,470.4626,0.6459,0.7287,0.1464,0.3118,0.9407,0.4663
plummer3d,4096,0.05,orig,2022,0,0.13208,0.37573,0.68042,0.01465,0.09790,0.36475,1416.3507,-0.0035,0.9199,0.1460,0.3030,1.0328,0.4939
plummer3d,4096,0.05,orig,2022,5,0.13208,0.37573,0.68042,0.01343,0.09082,0.36084,1402.2817,0.0101,0.9203,0.1460,0.3030,1.0328,0.4939
plummer3d,4096,0.05,orig,2022,10,0.13208,0.37573,0.68042,0.01172,0.08911,0.35132,1370.5271,0.0085,0.9102,0.1460,0.3030,1.0328,0.4939
plummer3d,4096,0.05,orig,2022,20,0.13208,0.37573,0.68042,0.01416,0.08179,0.31665,1265.7543,0.0256,0.8813,0.1460,0.3030,1.0328,0.4939
plummer3d,4096,0.05,orig,2022,50,0.13208,0.37573,0.68042,0.00635,0.04565,0.21777,816.9472,0.1588,0.7924,0.1460,0.3030,1.0328,0.4939
plummer3d,4096,0.05,orig,2022,100,0.13208,0.37573,0.68042,0.00488,0.03198,0.14209,398.0275,0.3508,0.6982,0.1460,0.3030,1.0328,0.4939
plummer3d,4096,0.05,orig,2022,300,0.13208,0.37573,0.68042,0.00488,0.03491,0.16650,365.5489,0.6344,0.7037,0.1460,0.3030,1.0328,0.4939
plummer3d,4096,0.05,orig,2022,600,0.13208,0.37573,0.68042,0.00586,0.03369,0.17212,450.8541,0.6261,0.7111,0.1460,0.3030,1.0328,0.4939
plummer3d,4096,0.05,full,2022,0,0.30859,0.55933,0.80518,0.01465,0.09790,0.36475,1416.3507,0.6467,1.2210,0.1065,0.2211,0.7467,0.3581
plummer3d,4096,0.05,full,2022,5,0.30859,0.55933,0.80518,0.02124,0.10059,0.36011,1405.3754,0.6218,1.2032,0.1065,0.2211,0.7467,0.3581
plummer3d,4096,0.05,full,2022,10,0.30859,0.55933,0.80518,0.03101,0.12402,0.35840,1363.3637,0.5805,1.1750,0.1065,0.2211,0.7467,0.3581
plummer3d,4096,0.05,full,2022,20,0.30859,0.55933,0.80518,0.04346,0.13696,0.34985,1259.0375,0.5276,1.1201,0.1065,0.2211,0.7467,0.3581
plummer3d,4096,0.05,full,2022,50,0.30859,0.55933,0.80518,0.01831,0.06592,0.25781,912.4971,0.5240,0.9479,0.1065,0.2211,0.7467,0.3581
plummer3d,4096,0.05,full,2022,100,0.30859,0.55933,0.80518,0.00903,0.04663,0.18921,409.7298,0.6361,0.8156,0.1065,0.2211,0.7467,0.3581
plummer3d,4096,0.05,full,2022,300,0.30859,0.55933,0.80518,0.01123,0.05273,0.18628,416.8829,0.7587,0.7741,0.1065,0.2211,0.7467,0.3581
plummer3d,4096,0.05,full,2022,600,0.30859,0.55933,0.80518,0.00879,0.04761,0.19189,497.8621,0.7362,0.7665,0.1065,0.2211,0.7467,0.3581
plummer3d,4096,0.05,inner-med,2022,0,0.20483,0.43652,0.68066,0.01465,0.09790,0.36475,1416.3507,0.3082,1.0332,0.1065,0.3030,1.0329,0.4808
plummer3d,4096,0.05,inner-med,2022,5,0.20483,0.43652,0.68066,0.02148,0.10034,0.35181,1402.2036,0.2634,1.0123,0.1065,0.3030,1.0329,0.4808
plummer3d,4096,0.05,inner-med,2022,10,0.20483,0.43652,0.68066,0.03052,0.12134,0.33618,1367.8201,0.1976,0.9800,0.1065,0.3030,1.0329,0.4808
plummer3d,4096,0.05,inner-med,2022,20,0.20483,0.43652,0.68066,0.03394,0.11523,0.30713,1236.1215,0.1387,0.9207,0.1065,0.3030,1.0329,0.4808
plummer3d,4096,0.05,inner-med,2022,50,0.20483,0.43652,0.68066,0.00977,0.04688,0.21313,800.6035,0.2421,0.8154,0.1065,0.3030,1.0329,0.4808
plummer3d,4096,0.05,inner-med,2022,100,0.20483,0.43652,0.68066,0.01001,0.03955,0.15283,380.9931,0.3920,0.7114,0.1065,0.3030,1.0329,0.4808
plummer3d,4096,0.05,inner-med,2022,300,0.20483,0.43652,0.68066,0.01025,0.04907,0.16577,342.6318,0.6774,0.7188,0.1065,0.3030,1.0329,0.4808
plummer3d,4096,0.05,inner-med,2022,600,0.20483,0.43652,0.68066,0.00732,0.04297,0.17773,456.6291,0.6634,0.7303,0.1065,0.3030,1.0329,0.4808
plummer3d,4096,0.05,mid,2022,0,0.19263,0.44678,0.74023,0.01465,0.09790,0.36475,1416.3507,0.2991,1.0293,0.1460,0.2211,1.0332,0.4667
plummer3d,4096,0.05,mid,2022,5,0.19263,0.44678,0.74023,0.01343,0.09082,0.36914,1399.4067,0.3068,1.0298,0.1460,0.2211,1.0332,0.4667
plummer3d,4096,0.05,mid,2022,10,0.19263,0.44678,0.74023,0.01221,0.09155,0.37329,1347.4724,0.2967,1.0192,0.1460,0.2211,1.0332,0.4667
plummer3d,4096,0.05,mid,2022,20,0.19263,0.44678,0.74023,0.02344,0.10254,0.35693,1232.8325,0.2556,0.9749,0.1460,0.2211,1.0332,0.4667
plummer3d,4096,0.05,mid,2022,50,0.19263,0.44678,0.74023,0.00928,0.05640,0.23877,822.9628,0.2945,0.8318,0.1460,0.2211,1.0332,0.4667
plummer3d,4096,0.05,mid,2022,100,0.19263,0.44678,0.74023,0.00830,0.03638,0.16455,382.4720,0.4537,0.7287,0.1460,0.2211,1.0332,0.4667
